isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780553346114,0553346113,Seven Plays,Sam Shepard;Joseph Chaikin,Drama,http://books.google.com/books/content?id=-a0szDa6MksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Henry is generally well-behaved, but he is occasionally arrogant and vain. Henry is at heart a hard worker, but his frequent bouts of illness hinder his work.",1984.0,4.18,336.0,4900.0,Seven Plays,"9780553346114 Henry is generally well-behaved, but he is occasionally arrogant and vain. Henry is at heart a hard worker, but his frequent bouts of illness hinder his work.",Fiction,0.12423582375049591,0.3092275559902191,0.051362838596105576,0.08119663596153259,0.549476683139801,0.5762772560119629,0.07876546680927277
9780553374599,0553374591,Feersum Endjinn,Iain Banks,Fiction,http://books.google.com/books/content?id=-38GAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Living the last of his eight lives, Count Alandre Sessine VII races against time to defuse a lethal conspiracy on its way to Earth, while a betrayer is fast on his heels. Original.",1995.0,3.82,311.0,311.0,Feersum Endjinn,"9780553374599 Living the last of his eight lives, Count Alandre Sessine VII races against time to defuse a lethal conspiracy on its way to Earth, while a betrayer is fast on his heels. Original.",Fiction,0.44041088223457336,0.3126792013645172,0.06825097650289536,0.04056441783905029,0.9368456602096558,0.11169019341468811,0.07876546680927277
9780553375268,0553375261,The Dog Who Loved Too Much,Nicholas H. Dodman,Pets,http://books.google.com/books/content?id=8cb2KmAm1SQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,An examination of canine behavioral disorders shares often humorous case studies that offer reassurance to troubled pet owners and address such conditions as growling and separation anxiety,1997.0,4.09,258.0,669.0,"The Dog Who Loved Too Much: Tales, Treatments and the Psychology of Dogs",9780553375268 An examination of canine behavioral disorders shares often humorous case studies that offer reassurance to troubled pet owners and address such conditions as growling and separation anxiety,Nonfiction,0.004806621465831995,0.010251704603433609,0.003750407602638006,0.823522686958313,0.13249826431274414,0.02167590893805027,0.003494517644867301
9780553380958,0553380958,Snow Crash,Neal Stephenson,Fiction,http://books.google.com/books/content?id=mqpvVydYo-8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In twenty-first-century America, a teenaged computer hacker finds himself fighting a computer virus that battles virtual reality technology and a deadly drug that turns humans into zombies.",2000.0,4.03,438.0,187493.0,Snow Crash,"9780553380958 In twenty-first-century America, a teenaged computer hacker finds himself fighting a computer virus that battles virtual reality technology and a deadly drug that turns humans into zombies.",Fiction,0.22857534885406494,0.30619388818740845,0.24706345796585083,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780553380965,0553380966,The Diamond Age,Neal Stephenson,Fiction,http://books.google.com/books/content?id=LIWY6afN5kQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The story of an engineer who creates a device to raise a girl capable of thinking for herself reveals what happens when a young girl of the poor underclass obtains the device.,2000.0,4.19,499.0,68751.0,The Diamond Age,9780553380965 The story of an engineer who creates a device to raise a girl capable of thinking for herself reveals what happens when a young girl of the poor underclass obtains the device.,Fiction,0.06413363665342331,0.4382060766220093,0.051362838596105576,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780553381344,0553381342,The bonfire of the vanities,Tom Wolfe,Fiction,http://books.google.com/books/content?id=bA63bU4h3h8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Sherman McCoy, a young investment banker in Manhattan, finds himself arrested following a freak accident and becomes involved with prosecutors, politicians, the press, and assorted hustlers. Reprint.",1987.0,3.84,690.0,57301.0,The bonfire of the vanities,"9780553381344 Sherman McCoy, a young investment banker in Manhattan, finds himself arrested following a freak accident and becomes involved with prosecutors, politicians, the press, and assorted hustlers. Reprint.",Fiction,0.06413363665342331,0.10400673747062683,0.8997577428817749,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780553381696,0553381695,A Clash of Kings,George R. R. Martin,Fiction,http://books.google.com/books/content?id=NnE07xtwhqYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With his estate divided and his family scattered, Lord Eddard Stark returns to his territory to fight an ancient spell that is slowly devouring what is left of his land. Reprint.",2002.0,4.41,969.0,599010.0,A Clash of Kings,"9780553381696 With his estate divided and his family scattered, Lord Eddard Stark returns to his territory to fight an ancient spell that is slowly devouring what is left of his land. Reprint.",Fiction,0.06625623255968094,0.10400673747062683,0.3023115396499634,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780553383683,055338368X,Gates Of Fire,Steven Pressfield,Fiction,http://books.google.com/books/content?id=wdKJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Chronicles the battle of three hundred Spartan warriors against a huge force of Persian soldiers in 480 B.C. against the background of life in ancient Sparta and its extraordinary culture.,2005.0,4.41,392.0,20649.0,Gates Of Fire: An Epic Novel of the Battle of Thermopylae,9780553383683 Chronicles the battle of three hundred Spartan warriors against a huge force of Persian soldiers in 480 B.C. against the background of life in ancient Sparta and its extraordinary culture.,Fiction,0.205911785364151,0.10400673747062683,0.2351677268743515,0.04056441783905029,0.5846162438392639,0.11169019341468811,0.3253747522830963
9780553485172,0553485172,Encyclopedia Brown and the Case of the Sleeping Dog,Donald J. Sobol,Juvenile Fiction,http://books.google.com/books/content?id=YX4Ki8m_EvEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"America's Sherlock Holmes in sneakers continues his war on crime in ten more cases, the solutions to which are found in the back of the book.",1999.0,4.04,80.0,497.0,Encyclopedia Brown and the Case of the Sleeping Dog,"9780553485172 America's Sherlock Holmes in sneakers continues his war on crime in ten more cases, the solutions to which are found in the back of the book.",Children's Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9332841634750366,0.11169019341468811,0.07876546680927277
9780553485219,0553485210,Encyclopedia Brown and the Case of the Slippery Salamander,Donald J. Sobol,Juvenile Fiction,http://books.google.com/books/content?id=fflvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Encyclopedia Brown, the super sleuth in sneakers, solves ten new mysteries, including ""The Case of the Slippery Salamander,"" ""The Case of the Banana Burglar,"" and ""The Case of the Dead Cockroach.""",2000.0,4.09,96.0,389.0,Encyclopedia Brown and the Case of the Slippery Salamander,"9780553485219 Encyclopedia Brown, the super sleuth in sneakers, solves ten new mysteries, including ""The Case of the Slippery Salamander,"" ""The Case of the Banana Burglar,"" and ""The Case of the Dead Cockroach.""",Children's Fiction,0.02397247776389122,0.028354955837130547,0.07689299434423447,0.006706732790917158,0.8609349131584167,0.030455294996500015,0.03809981420636177
9780553562606,0553562606,A Dark and Hungry God Arises,Stephen R. Donaldson,Fiction,http://books.google.com/books/content?id=SQSD-HP1WbEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the sequel to The Real Story and Forbidden Knowledge, a scheme unravels to reveal deeper schemes. By the author of The Chronicles of Thomas Covenant. Reprint.",1993.0,4.08,518.0,5356.0,A Dark and Hungry God Arises: The Gap Into Power,"9780553562606 In the sequel to The Real Story and Forbidden Knowledge, a scheme unravels to reveal deeper schemes. By the author of The Chronicles of Thomas Covenant. Reprint.",Fiction,0.11721370369195938,0.13617205619812012,0.05254014953970909,0.10482228547334671,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780553562835,0553562835,"Sam Walton, Made in America",Sam Walton;John Huey,Biography & Autobiography,http://books.google.com/books/content?id=5ym_S0pa_L0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In an account of his rise to the top of the American retail business, the reminiscences of the billionaire retailer are combined with interviews with Walton's family and friends",1993.0,4.14,346.0,13083.0,"Sam Walton, Made in America: My Story","9780553562835 In an account of his rise to the top of the American retail business, the reminiscences of the billionaire retailer are combined with interviews with Walton's family and friends",Nonfiction,0.007464622613042593,0.006270030979067087,0.002310747979208827,0.033417005091905594,0.7845024466514587,0.01994042471051216,0.14609462022781372
9780553563504,0553563505,The Hollow Man,Dan Simmons,Fiction,http://books.google.com/books/content?id=N_7bAoVER6AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After the death of his wife, telepath Jeremy Bremen is inundated with all the thoughts and worries of the people he encounters, and he flees across the country to escape",1993.0,3.44,342.0,2462.0,The Hollow Man,"9780553563504 After the death of his wife, telepath Jeremy Bremen is inundated with all the thoughts and worries of the people he encounters, and he flees across the country to escape",Fiction,0.015943873673677444,0.0027950163930654526,0.178324356675148,0.0034479396417737007,0.02361220121383667,0.7718645930290222,0.004012088291347027
9780553563696,0553563696,The Hand of Chaos,Margaret Weis,Fiction,http://books.google.com/books/content?id=tgh9t46pePYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Henry is generally well-behaved, but he is occasionally arrogant and vain. Henry is at heart a hard worker, but his frequent bouts of illness hinder his work.",1993.0,4.06,446.0,15964.0,The Hand of Chaos,"9780553563696 Henry is generally well-behaved, but he is occasionally arrogant and vain. Henry is at heart a hard worker, but his frequent bouts of illness hinder his work.",Fiction,0.12423582375049591,0.3092275559902191,0.051362838596105576,0.08119663596153259,0.549476683139801,0.5762772560119629,0.07876546680927277
9780553564938,0553564935,Magician,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=uuuVPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As a captive slave of the Tsurani, warlike invaders from another world, Pug, an apprentice sorcerer, learns to control his awesome magical powers in order to battle an ancient Evil",1993.0,4.26,499.0,57779.0,Magician: Master,"9780553564938 As a captive slave of the Tsurani, warlike invaders from another world, Pug, an apprentice sorcerer, learns to control his awesome magical powers in order to battle an ancient Evil",Fiction,0.13325610756874084,0.2825719118118286,0.2298578917980194,0.018355553969740868,0.29148435592651367,0.02475576102733612,0.019718462601304054
9780553569971,055356997X,I. Asimov,Isaac Asimov,Biography & Autobiography,http://books.google.com/books/content?id=S4k-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A self-portrait by the late master of science fiction and popular scientific thought looks back on his life and career, discussing his writings, religious beliefs, friendships and personal relationships, and innovative ideas. Reprint.",1995.0,4.19,578.0,1680.0,I. Asimov: A Memoir,"9780553569971 A self-portrait by the late master of science fiction and popular scientific thought looks back on his life and career, discussing his writings, religious beliefs, friendships and personal relationships, and innovative ideas. Reprint.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.11245804280042648,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780553570687,0553570684,Happily Ever After,Kate William;Francine Pascal,Juvenile Fiction,http://books.google.com/books/content?id=21UKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a conclusion to a three-part miniseries, Elizabeth avoids Prince Laurent because of his engagement to Antonia, but the prince breaks off his engagement to declare his love for Elizabeth. Original.",1997.0,3.6,199.0,242.0,Happily Ever After,"9780553570687 In a conclusion to a three-part miniseries, Elizabeth avoids Prince Laurent because of his engagement to Antonia, but the prince breaks off his engagement to declare his love for Elizabeth. Original.",Children's Fiction,0.06413363665342331,0.10670991986989975,0.051362838596105576,0.1706060767173767,0.9368456602096558,0.39452776312828064,0.07876546680927277
9780553572490,0553572490,Vice,Jane Feather,Fiction,http://books.google.com/books/content?id=buXRUxtAh5YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On the run since accidentally killing her elderly groom on their honeymoon, Juliana considers a shocking proposal by the handsome Duke of Redmayne in which she would pose as his mistress. Original.",1996.0,3.51,419.0,462.0,Vice,"9780553572490 On the run since accidentally killing her elderly groom on their honeymoon, Juliana considers a shocking proposal by the handsome Duke of Redmayne in which she would pose as his mistress. Original.",Fiction,0.06413363665342331,0.10400673747062683,0.9548923373222351,0.04056441783905029,0.9368456602096558,0.11169019341468811,0.07876546680927277
9780553575651,0553575651,Ship of Destiny,Robin Hobb,Fiction,http://books.google.com/books/content?id=gFQ4r-B9pd0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chaos stalks the world as the war between Bingtown and Chalced escalates, Althea and Brashen cope with their blinded Liveship, and a powerful dragon, capable of untold destruction or redemption, appears.",2001.0,4.22,789.0,44120.0,Ship of Destiny,"9780553575651 Chaos stalks the world as the war between Bingtown and Chalced escalates, Althea and Brashen cope with their blinded Liveship, and a powerful dragon, capable of untold destruction or redemption, appears.",Fiction,0.2707146108150482,0.10400673747062683,0.1832013577222824,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780553575958,0553575953,Floaters,Joseph Wambaugh,Fiction,http://books.google.com/books/content?id=Hu_yoIvxkDMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With the arrival of the America's Cup regattas, San Diego Mission Bay cops Fortney and Leeds find their hands full and pursue cup contender Blaze, who sets off a bizarre criminal trail. Reprint.",1997.0,3.5,291.0,548.0,Floaters,"9780553575958 With the arrival of the America's Cup regattas, San Diego Mission Bay cops Fortney and Leeds find their hands full and pursue cup contender Blaze, who sets off a bizarre criminal trail. Reprint.",Fiction,0.09310340881347656,0.10400673747062683,0.27177107334136963,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.30890461802482605
9780553576009,0553576003,Tidings of Great Joy,Sandra Brown,Fiction,http://books.google.com/books/content?id=6W60GpT1FTMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A marriage of convenience between architect Ria Lavender and mayoral candidate Taylor MacKensie--the result of an unanticipated pregnancy--breaks out into a passionate fire at Christmas,1999.0,3.63,231.0,1656.0,Tidings of Great Joy,9780553576009 A marriage of convenience between architect Ria Lavender and mayoral candidate Taylor MacKensie--the result of an unanticipated pregnancy--breaks out into a passionate fire at Christmas,Fiction,0.2589688301086426,0.014878729358315468,0.002875806763768196,0.502906084060669,0.16098937392234802,0.018918003886938095,0.040463175624608994
9780553576054,0553576054,The Rana Look,Sandra Brown,Fiction,http://books.google.com/books/content?id=Et7QVZ2BnmoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tired of being treated as a commodity, Rana Ramsey, a top fashion model, decides to assume a new identity in a small Texas town, where she meets handsome quarterback, Trent Gamblin.",2003.0,3.5,256.0,2364.0,The Rana Look,"9780553576054 Tired of being treated as a commodity, Rana Ramsey, a top fashion model, decides to assume a new identity in a small Texas town, where she meets handsome quarterback, Trent Gamblin.",Fiction,0.08578599244356155,0.10400673747062683,0.051362838596105576,0.043580662459135056,0.549476683139801,0.5231422781944275,0.07876546680927277
9780553578126,055357812X,Legacy of the Darksword,Margaret Weis;Tracy Hickman,Fiction,http://books.google.com/books/content?id=qNWfgMIeBw8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The rise of an evil alien race empowered by a new form of magic forces the remnants of humanity to search for a newly forged Darksword,1998.0,3.46,400.0,133.0,Legacy of the Darksword,9780553578126 The rise of an evil alien race empowered by a new form of magic forces the remnants of humanity to search for a newly forged Darksword,Fiction,0.11756358295679092,0.0976114571094513,0.5138261318206787,0.006828800309449434,0.22659389674663544,0.012277880683541298,0.025298306718468666
9780553579758,0553579754,Fear Nothing,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=Qq7iDO756qYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Christopher Snow, a young man whose genetic disorder has made him dangerously vulnerable to light, witnesses a series of disturbing after-dark incidents that involve him in a violent mystery only he can solve. Reissue.",1998.0,3.99,448.0,30848.0,Fear Nothing,"9780553579758 Christopher Snow, a young man whose genetic disorder has made him dangerously vulnerable to light, witnesses a series of disturbing after-dark incidents that involve him in a violent mystery only he can solve. Reissue.",Fiction,0.06413363665342331,0.3122110664844513,0.5532609224319458,0.04056441783905029,0.8383764028549194,0.11169019341468811,0.07876546680927277
9780553580518,0553580515,Passage,Connie Willis,Fiction,http://books.google.com/books/content?id=gbRDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Joanna Lander, a clinical psychologist obsessed with near-death experiences, joins forces with Dr. Richard Wright, a neurologist who has discovered a way to manufacture NDEs with the help of a mind-altering drug.",2002.0,3.69,780.0,7177.0,Passage,"9780553580518 Joanna Lander, a clinical psychologist obsessed with near-death experiences, joins forces with Dr. Richard Wright, a neurologist who has discovered a way to manufacture NDEs with the help of a mind-altering drug.",Fiction,0.06413363665342331,0.10400673747062683,0.3406609296798706,0.04056441783905029,0.549476683139801,0.14436295628547668,0.3636724054813385
9780553580549,055358054X,The Truelove Bride,Shana Abé,Fiction,http://books.google.com/books/content?id=FHcJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Skeptical about magic, Avalon d'Farouche does not believe her alleged part in a mysterious legend, until Hanoch dies and his son returns from the Crusades to claim what is his--Avalon's heart. Original.",1999.0,3.66,357.0,374.0,The Truelove Bride,"9780553580549 Skeptical about magic, Avalon d'Farouche does not believe her alleged part in a mysterious legend, until Hanoch dies and his son returns from the Crusades to claim what is his--Avalon's heart. Original.",Fiction,0.06413363665342331,0.10400673747062683,0.5991271734237671,0.04056441783905029,0.9368456602096558,0.11169019341468811,0.07876546680927277
9780553587074,0553587072,Industrial Magic,Kelley Armstrong,Fiction,http://books.google.com/books/content?id=gJBEmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Paige Winterbourne matches wits with an otherworldly killer preying on the teenage offspring of the underworld's most influential Cabals, including the Cortez Cabal, whose own rebellious scion, Lucas, is Paige's boyfriend.",2004.0,4.13,528.0,757.0,Industrial Magic,"9780553587074 Paige Winterbourne matches wits with an otherworldly killer preying on the teenage offspring of the underworld's most influential Cabals, including the Cortez Cabal, whose own rebellious scion, Lucas, is Paige's boyfriend.",Fiction,0.20203045010566711,0.5938005447387695,0.051362838596105576,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780553587241,0553587242,Beach Girls,Luanne Rice,Fiction,http://books.google.com/books/content?id=QT84GBfkL50C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jack Kilvert returns to Hubbard's Point with his daughter, Nell, in the hopes of recapturing old friendships, and is reunited with reclusive artist Stevie Moore, the one-time best friend of his estranged sister, Madeleine.",2004.0,4.06,448.0,8026.0,Beach Girls,"9780553587241 Jack Kilvert returns to Hubbard's Point with his daughter, Nell, in the hopes of recapturing old friendships, and is reunited with reclusive artist Stevie Moore, the one-time best friend of his estranged sister, Madeleine.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.7181616425514221,0.549476683139801,0.11169019341468811,0.07876546680927277
9780553588118,0553588117,Prince of the Blood,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=GVrB3M5QJAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Percy is incredibly accident-prone, and holds the dubious record of the most accidents. Percy has had a small rivalary with Harold, however, they are always willing to help each other when in trouble.",2005.0,3.97,429.0,18852.0,Prince of the Blood,"9780553588118 Percy is incredibly accident-prone, and holds the dubious record of the most accidents. Percy has had a small rivalary with Harold, however, they are always willing to help each other when in trouble.",Fiction,0.06413363665342331,0.10400673747062683,0.520977258682251,0.11034993082284927,0.6668152213096619,0.1236797496676445,0.07876546680927277
9780553588262,0553588265,Forever Odd,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=5tVIOmhXsG4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the unique world of Pico, Odd--an unforgettable hero who lives between the living and the dead--takes a stand against evil in a battle where there are no innocent bystanders. Reprint.",2006.0,3.97,364.0,59417.0,Forever Odd,"9780553588262 In the unique world of Pico, Odd--an unforgettable hero who lives between the living and the dead--takes a stand against evil in a battle where there are no innocent bystanders. Reprint.",Fiction,0.2797386050224304,0.10400673747062683,0.16992615163326263,0.2760823369026184,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780553802023,055380202X,The Universe in a Nutshell,Stephen W. Hawking;STEPHEN W AUTOR HAWKING,Science,http://books.google.com/books/content?id=VXIc358dF4gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author explores recent scientific breakthroughs in the fields of supergravity, supersymmetry, quantum theory, superstring theory, and p-branes as he searches for the Theory of Everything that lies at the heart of the cosmos.",2001.0,4.15,216.0,27792.0,The Universe in a Nutshell,"9780553802023 The author explores recent scientific breakthroughs in the fields of supergravity, supersymmetry, quantum theory, superstring theory, and p-branes as he searches for the Theory of Everything that lies at the heart of the cosmos.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9189363718032837,0.11169019341468811,0.07876546680927277
9780571090242,0571090249,Death of a Naturalist,Seamus Heaney,Poetry,http://books.google.com/books/content?id=et6dAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Death of a Naturalist marks the auspicious outset of an acclaimed master. As a first book of poems, it is remarkable for its accurate perceptions and its rich linguistic gifts.",1969.0,4.29,57.0,63.0,Death of a Naturalist: Volume one,"9780571090242 Death of a Naturalist marks the auspicious outset of an acclaimed master. As a first book of poems, it is remarkable for its accurate perceptions and its rich linguistic gifts.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.05974636971950531,0.549476683139801,0.8421787023544312,0.707125186920166
9780571125296,0571125298,The Real Thing,Tom Stoppard,Drama,http://books.google.com/books/content?id=LNy0n77P2eYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A tie-in edition to the upcoming Broadway revival of Tom Stoppard's extraordinary play about love and marriage--the work that has been called ""the most moving play"" (""The New York Times"") he has ever written.",1984.0,3.94,112.0,3469.0,The Real Thing: A Play,"9780571125296 A tie-in edition to the upcoming Broadway revival of Tom Stoppard's extraordinary play about love and marriage--the work that has been called ""the most moving play"" (""The New York Times"") he has ever written.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.8253986239433289,0.549476683139801,0.11169019341468811,0.10502960532903671
9780571201150,0571201156,Letters Home,Sylvia Plath,"Authors, American",http://books.google.com/books/content?id=TKZTPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This volume collects together Sylvia Plath's correspondence, addressed chiefly to her mother, from her time at Smith College in the early 1950s up to her suicide in London in February 1963.",1999.0,4.2,502.0,2326.0,"Letters Home: Correspondence, 1950-1963","9780571201150 This volume collects together Sylvia Plath's correspondence, addressed chiefly to her mother, from her time at Smith College in the early 1950s up to her suicide in London in February 1963.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.549476683139801,0.6444429159164429,0.07876546680927277
9780571202805,0571202802,Gilliam on Gilliam,Terry Gilliam;Ian Christie,Performing Arts,http://books.google.com/books/content?id=82RQJgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The candid filmaker turns his his vision inward to explore the motivation behind Monty Python and the Holy Grail, The Fisher King, Twelve Monkeys, and other groundbreaking films. Original.",1999.0,4.1,294.0,255.0,Gilliam on Gilliam,"9780571202805 The candid filmaker turns his his vision inward to explore the motivation behind Monty Python and the Holy Grail, The Fisher King, Twelve Monkeys, and other groundbreaking films. Original.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.5464813113212585,0.9368456602096558,0.11169019341468811,0.07876546680927277
9780571203123,0571203124,My Century,Günter Grass,"History, Modern",http://books.google.com/books/content?id=5MOAPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Here, Gunter Grass writes of great events and seemingly trivial ones, of technical developments and scientific discoveries, of achievements in culture, sport, of megolamania, persecution and murder, war and disasters and of new beginnnings.",2000.0,3.45,248.0,775.0,My Century,"9780571203123 Here, Gunter Grass writes of great events and seemingly trivial ones, of technical developments and scientific discoveries, of achievements in culture, sport, of megolamania, persecution and murder, war and disasters and of new beginnnings.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.1350175142288208,0.7500179409980774,0.11169019341468811,0.07876546680927277
9780571203154,0571203159,Taxi Driver,Paul Schrader,Performing Arts,http://books.google.com/books/content?id=MITuHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A drama about a New York cab driver is driven to obsession when he attempts to save a teenage prostitute and embarks on a violent rampage against a world of filth and corruption.,2000.0,4.11,116.0,986.0,Taxi Driver,9780571203154 A drama about a New York cab driver is driven to obsession when he attempts to save a teenage prostitute and embarks on a violent rampage against a world of filth and corruption.,Fiction,0.2190672606229782,0.755551278591156,0.051362838596105576,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780571207565,0571207561,Collected Children's Stories,Sylvia Plath,"Children's poetry, American",http://books.google.com/books/content?id=i6oCGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Three classic children's stories, Mrs Cherry's Kitchen, The Bed Book and The It Doesn't Matter Suit, collected together in one volume for the first time.",2001.0,4.22,54.0,111.0,Collected Children's Stories,"9780571207565 Three classic children's stories, Mrs Cherry's Kitchen, The Bed Book and The It Doesn't Matter Suit, collected together in one volume for the first time.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.4333691895008087,0.549476683139801,0.11169019341468811,0.07876546680927277
9780582418271,0582418275,The Firm,John Grisham,Fiction,http://books.google.com/books/content?id=0qI5ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mitch McDeere, a Harvard Law graduate, becomes suspicious of his Memphis tax firm when mysterious deaths, obsessive office security, and the Chicago mob figure into its operations.",1999.0,4.0,76.0,522946.0,The Firm,"9780582418271 Mitch McDeere, a Harvard Law graduate, becomes suspicious of his Memphis tax firm when mysterious deaths, obsessive office security, and the Chicago mob figure into its operations.",Fiction,0.06413363665342331,0.10400673747062683,0.9385112524032593,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780590032490,0590032496,The witches,Roald Dahl,Juvenile Nonfiction,http://books.google.com/books/content?id=tpQxolGFYSkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A young boy and his Norwegian grandmother, who is an expert on witches, together foil a witches' plot to destroy the world's children by turning them into mice.",1997.0,4.17,208.0,254867.0,The witches,"9780590032490 A young boy and his Norwegian grandmother, who is an expert on witches, together foil a witches' plot to destroy the world's children by turning them into mice.",Children's Nonfiction,0.06413363665342331,0.45110389590263367,0.18465125560760498,0.14423459768295288,0.549476683139801,0.11169019341468811,0.07876546680927277
9780590255226,0590255223,Something Fishy at Macdonald Hall,Gordon Korman,Juvenile Fiction,http://books.google.com/books/content?id=Cdw3HQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Just as the Headmaster of Macdonald Hall is on the verge of retirement, a wave of practical jokes hits the school, and roommates Bruno and Boots become prime suspects.",2000.0,4.04,208.0,901.0,Something Fishy at Macdonald Hall,"9780590255226 Just as the Headmaster of Macdonald Hall is on the verge of retirement, a wave of practical jokes hits the school, and roommates Bruno and Boots become prime suspects.",Children's Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.7229645252227783,0.549476683139801,0.11169019341468811,0.07876546680927277
9780590321143,0590321145,Blind Flight,Hilary Milton,Blind,http://books.google.com/books/content?id=4BiSkciyNYIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Flying with her uncle in his small plane, 13-year-old Debbie who has been blind for about a year must suddenly take control of the plane when her uncle loses consciousness.",1982.0,3.71,122.0,23.0,Blind Flight,"9780590321143 Flying with her uncle in his small plane, 13-year-old Debbie who has been blind for about a year must suddenly take control of the plane when her uncle loses consciousness.",Nonfiction,0.06413363665342331,0.10400673747062683,0.12587174773216248,0.04056441783905029,0.549476683139801,0.11169019341468811,0.7937141060829163
