isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories
9780439896184,0439896185,The Case of the Kidnapped Candy,James Preller,Juvenile Fiction,http://books.google.com/books/content?id=TE46W_fkLXcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When the candy that Ms. Gleason was going to give to her class as a special Valentine's Day treat disappears, it is up to Jigsaw and Mila to find out what happened.",2007.0,3.74,80.0,100.0,The Case of the Kidnapped Candy,"9780439896184 When the candy that Ms. Gleason was going to give to her class as a special Valentine's Day treat disappears, it is up to Jigsaw and Mila to find out what happened.",Children's Fiction
9780439933414,0439933412,Betrayal,Robin Wasserman,Juvenile Fiction,http://books.google.com/books/content?id=ffPtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"J.D. continues to search for answers about her past and about the dangerous powers that she cannot control, while the memories implanted in her brain by the mysterious Dr. Styron won't stop haunting her.",2007.0,3.97,209.0,1431.0,Betrayal,"9780439933414 J.D. continues to search for answers about her past and about the dangerous powers that she cannot control, while the memories implanted in her brain by the mysterious Dr. Styron won't stop haunting her.",Children's Fiction
9780440169123,0440169127,A Pinch of Snuff,Reginald Hill,Fiction,http://books.google.com/books/content?id=YR2qvIVR9esC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A routine visit to the dentist involves Police Inspector Pascoe in a bizarre case concerning the making of pornographic films in which people are actually killed on camera,1990.0,3.85,336.0,1052.0,A Pinch of Snuff,9780440169123 A routine visit to the dentist involves Police Inspector Pascoe in a bizarre case concerning the making of pornographic films in which people are actually killed on camera,Fiction
9780440187356,0440187354,Tinsel,William Goldman,Fiction,http://books.google.com/books/content?id=1ZC5dqgilrIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the glittering world of Hollywood peopled with stars, hopefuls, and hasbeens, hungry and cunning producers, starlets, moguls, and whores are willing to sacrifice everything for an elusive place at the top",1980.0,3.18,399.0,253.0,Tinsel,"9780440187356 In the glittering world of Hollywood peopled with stars, hopefuls, and hasbeens, hungry and cunning producers, starlets, moguls, and whores are willing to sacrifice everything for an elusive place at the top",Fiction
9780440201045,0440201047,Serenissima,Erica Jong,Fiction,http://books.google.com/books/content?id=pBQ1hhEvXTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jessica Pruitt, a popular Hollywood actress and aficionado of Shakespeare, is transported to the sixteenth century where she becomes the inspiration behind the great poet's most enigmatic work",1988.0,3.26,384.0,271.0,Serenissima,"9780440201045 Jessica Pruitt, a popular Hollywood actress and aficionado of Shakespeare, is transported to the sixteenth century where she becomes the inspiration behind the great poet's most enigmatic work",Fiction
9780440216803,044021680X,Gai-Jin,James Clavell,Fiction,http://books.google.com/books/content?id=DpMXCO27HUYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Malcolm Struan, the heir to the most powerful English trading company in the Orient, finds his fate intertwined with that of a beautiful young French woman",1994.0,3.86,1236.0,10305.0,Gai-Jin,"9780440216803 Malcolm Struan, the heir to the most powerful English trading company in the Orient, finds his fate intertwined with that of a beautiful young French woman",Fiction
9780440229209,0440229200,Flags Of Our Fathers,James Bradley,Juvenile Fiction,http://books.google.com/books/content?id=QHIw64z6B0wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides the true story of the actions that led to the raising of the flag at Iwo Jima by the American Marines in February 1945, complete with maps and an eight-page photo insert. Reissue.",2006.0,4.17,224.0,235.0,Flags Of Our Fathers: Heroes of Iwo Jima,"9780440229209 Provides the true story of the actions that led to the raising of the flag at Iwo Jima by the American Marines in February 1945, complete with maps and an eight-page photo insert. Reissue.",Children's Fiction
9780440229353,0440229359,How Angel Peterson Got His Name,Gary Paulsen,Juvenile Nonfiction,http://books.google.com/books/content?id=maJrLrdTchMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Author Gary Paulsen relates tales from his youth in a small town in northwestern Minnesota in the late 1940s and early 1950s, such as skiing behind a souped-up car and imitating daredevil Evel Knievel.",2004.0,3.93,111.0,1139.0,How Angel Peterson Got His Name: And Other Outrageous Tales about Extreme Sports,"9780440229353 Author Gary Paulsen relates tales from his youth in a small town in northwestern Minnesota in the late 1940s and early 1950s, such as skiing behind a souped-up car and imitating daredevil Evel Knievel.",Children's Nonfiction
9780440234746,0440234743,The Testament,John Grisham,Fiction,http://books.google.com/books/content?id=n5F5Qc7pchwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A suicidal billionaire, a burnt-out Washington litigator, and a woman who has forsaken technology to work in the wilds of Brazil are all brought together by an astounding mystery of the testament",2000.0,3.85,535.0,85975.0,The Testament,"9780440234746 A suicidal billionaire, a burnt-out Washington litigator, and a woman who has forsaken technology to work in the wilds of Brazil are all brought together by an astounding mystery of the testament",Fiction
9780440238140,0440238145,The Subtle Knife,Philip Pullman,Juvenile Fiction,,"As the boundaries between worlds begin to dissolve, Lyra and her daemon help Will Parry in his search for his father and for a powerful, magical knife.",2003.0,4.12,288.0,4587.0,The Subtle Knife,"9780440238140 As the boundaries between worlds begin to dissolve, Lyra and her daemon help Will Parry in his search for his father and for a powerful, magical knife.",Children's Fiction
9780440238157,0440238153,The Amber Spyglass,Philip Pullman,Juvenile Fiction,http://books.google.com/books/content?id=VIaPPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lyra and Will find themselves at the center of a battle between the forces of the Authority and those gathered by Lyra's father, Lord Asriel.",2003.0,4.09,467.0,219303.0,The Amber Spyglass,"9780440238157 Lyra and Will find themselves at the center of a battle between the forces of the Authority and those gathered by Lyra's father, Lord Asriel.",Children's Fiction
9780440243250,0440243254,Blessings,Belva Plain,Fiction,http://books.google.com/books/content?id=XSGjKUwqLSgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Two classic tales of romance, honor, and family by the ""New York Times""-bestselling author of ""Fortune's Hand"" are back in these specially priced editions. Reissue.",2008.0,3.91,393.0,2511.0,Blessings,"9780440243250 Two classic tales of romance, honor, and family by the ""New York Times""-bestselling author of ""Fortune's Hand"" are back in these specially priced editions. Reissue.",Fiction
9780440322276,0440322278,18 Best Stories,Edgar Allan Poe,Fiction,http://books.google.com/books/content?id=taNLbiOVk68C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The terror and horror that typify Poe's fiction are evidenced in such tales as The Fall of the House of Usher and The Pit and the Pendulum,1965.0,4.02,288.0,395.0,18 Best Stories,9780440322276 The terror and horror that typify Poe's fiction are evidenced in such tales as The Fall of the House of Usher and The Pit and the Pendulum,Fiction
9780440362050,0440362059,My Name is Aram,William Saroyan,Fiction,http://books.google.com/books/content?id=2P3XAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A small boy finds excitement and promise in the daily life of his California valley during the early years of the twentieth century in this collection of short stories,1966.0,4.15,151.0,975.0,My Name is Aram,9780440362050 A small boy finds excitement and promise in the daily life of his California valley during the early years of the twentieth century in this collection of short stories,Fiction
9780440402916,0440402913,Anastasia on Her Own,Lois Lowry,Juvenile Fiction,http://books.google.com/books/content?id=UjlZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In her mother's absence, resourceful Anastasia Krupnik has to cope with her brother Sam's chicken pox, an unexpected visit from her father's old girlfriend, and her own first date.",1985.0,3.89,160.0,1498.0,Anastasia on Her Own,"9780440402916 In her mother's absence, resourceful Anastasia Krupnik has to cope with her brother Sam's chicken pox, an unexpected visit from her father's old girlfriend, and her own first date.",Children's Fiction
9780440414001,0440414008,"See You Around, Sam!",Lois Lowry,Juvenile Fiction,http://books.google.com/books/content?id=-oXbxSdpe2wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Sam Krupnik, mad at his mother because she won't let him wear his new plastic fangs in the house, decides to run away to Alaska.",1998.0,3.68,128.0,235.0,"See You Around, Sam!","9780440414001 Sam Krupnik, mad at his mother because she won't let him wear his new plastic fangs in the house, decides to run away to Alaska.",Children's Fiction
9780440415244,0440415241,Stay!,Lois Lowry,Juvenile Fiction,http://books.google.com/books/content?id=lr9QzT466ekC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Separated early in life from his mother and siblings, Keeper tells of his adventures with various human masters and his continual search for his little sister.",1999.0,3.92,128.0,188.0,Stay!: Keeper's Story,"9780440415244 Separated early in life from his mother and siblings, Keeper tells of his adventures with various human masters and his continual search for his little sister.",Children's Fiction
9780440415800,0440415802,Summer of the Monkeys,Wilson Rawls,Juvenile Fiction,http://books.google.com/books/content?id=fAGE9OYnqvsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fourteen-year-old Jay tries to recover a group of wily monkeys escaped from a circus train in the hopes the reward will buy him the gun and pony he has so long wanted.,1998.0,4.03,288.0,10711.0,Summer of the Monkeys,9780440415800 Fourteen-year-old Jay tries to recover a group of wily monkeys escaped from a circus train in the hopes the reward will buy him the gun and pony he has so long wanted.,Children's Fiction
9780440416777,0440416779,Stargirl,Jerry Spinelli,Juvenile Fiction,http://books.google.com/books/content?id=Nqt57L2L-tIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this story about the perils of popularity, the courage of nonconformity, and the thrill of first love, an eccentric student named Stargirl changes Mica High School forever.",2004.0,3.76,186.0,1917.0,Stargirl,"9780440416777 In this story about the perils of popularity, the courage of nonconformity, and the thrill of first love, an eccentric student named Stargirl changes Mica High School forever.",Children's Fiction
9780440416883,0440416884,Harriet Spies Again,Helen Ericson;Louise Fitzhugh,Juvenile Fiction,http://books.google.com/books/content?id=cKg_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When her married nanny returns to take care of her while her parents are away in France, Harriet hears something curious that makes her think Ole Golly is in some sort of trouble.",2003.0,3.83,256.0,1316.0,Harriet Spies Again,"9780440416883 When her married nanny returns to take care of her while her parents are away in France, Harriet hears something curious that makes her think Ole Golly is in some sort of trouble.",Children's Fiction
9780440419488,0440419484,The Orange Trees of Versailles,Annie Pietri,Juvenile Fiction,http://books.google.com/books/content?id=-o6KVcm2FSoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the 1670s, fourteen-year-old Marion, who has a talent for making perfumes, gets the chance to serve Louis XIV's mistress at the palace of Versailles, where she gets caught up in palace intrigue.",2005.0,3.77,137.0,174.0,The Orange Trees of Versailles,"9780440419488 In the 1670s, fourteen-year-old Marion, who has a talent for making perfumes, gets the chance to serve Louis XIV's mistress at the palace of Versailles, where she gets caught up in palace intrigue.",Children's Fiction
9780440420637,0440420636,The Green Toenails Gang,Marjorie Weinman Sharmat,Juvenile Fiction,http://books.google.com/books/content?id=yP1lc7SgQV4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Wealthy Olivia Sharp, agent for secrets, uncovers several secrets on a trip to Carmel, California to help a friend become a member of an exclusive club.",2005.0,3.74,72.0,41.0,The Green Toenails Gang,"9780440420637 Wealthy Olivia Sharp, agent for secrets, uncovers several secrets on a trip to Carmel, California to help a friend become a member of an exclusive club.",Children's Fiction
9780440936855,0440936853,A House Like a Lotus,Madeleine L'Engle,Adolescence,http://books.google.com/books/content?id=MDDyb1TxYFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Drawn to the wealthy and brilliant artist Maximiliana Horne and grateful for her stimulating education at Max's direction, sixteen-year-old Polly finds herself suddenly and inexplicably betrayed by her idol.",1985.0,3.76,307.0,3882.0,A House Like a Lotus,"9780440936855 Drawn to the wealthy and brilliant artist Maximiliana Horne and grateful for her stimulating education at Max's direction, sixteen-year-old Polly finds herself suddenly and inexplicably betrayed by her idol.",Fiction
9780441003723,0441003729,Starplex,Robert J. Sawyer,Fiction,http://books.google.com/books/content?id=CKkIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Twenty years after the discovery of artificial wormholes launches Earth space exploration to unforeseeable heights, Starplex Director Keith Lansing investigates a mysterious vessel that soon threatens the station with intergalactic war. Original.",1996.0,3.83,289.0,1267.0,Starplex,"9780441003723 Twenty years after the discovery of artificial wormholes launches Earth space exploration to unforeseeable heights, Starplex Director Keith Lansing investigates a mysterious vessel that soon threatens the station with intergalactic war. Original.",Fiction
9780441004096,0441004091,Tramp Royale,Robert Anson Heinlein,Biography & Autobiography,http://books.google.com/books/content?id=Jiy_kgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author recounts his travels around the world, detailing his experiences in places ranging from New Orleans to the Panama Canal to the African veldt",1996.0,3.7,371.0,680.0,Tramp Royale,"9780441004096 The author recounts his travels around the world, detailing his experiences in places ranging from New Orleans to the Panama Canal to the African veldt",Nonfiction
9780441009657,0441009654,The Mirror of Merlin,T. A. Barron,Fiction,http://books.google.com/books/content?id=X6HTqdHjLpsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Merlin must find his stolen sword in order to repel an encroaching evil intent on destroying the magic isle of Fincayra. But first he must confront a magical mirror that alters one's destiny.,2002.0,4.06,288.0,6682.0,The Mirror of Merlin,9780441009657 Merlin must find his stolen sword in order to repel an encroaching evil intent on destroying the magic isle of Fincayra. But first he must confront a magical mirror that alters one's destiny.,Fiction
9780441012374,044101237X,Rocket Ship Galileo,Robert Anson Heinlein,Fiction,http://books.google.com/books/content?id=1421ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Three teenagers and an older scientist develop their own atomic rocket, solve their own space problems and blast off for the moon in spite of mysterious setbacks.",2004.0,3.71,211.0,6199.0,Rocket Ship Galileo,"9780441012374 Three teenagers and an older scientist develop their own atomic rocket, solve their own space problems and blast off for the moon in spite of mysterious setbacks.",Fiction
9780441013432,0441013430,Old Twentieth,Joe Haldeman,Fiction,http://books.google.com/books/content?id=0RTfmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Jacob Brewer confronts a dangerous sentient machine that has become obsessed with humanity when he investigates the mysterious deaths of passengers on the starship Aspera during the thousand-year journey to Beta Hydrii.,2006.0,3.53,285.0,1138.0,Old Twentieth,9780441013432 Jacob Brewer confronts a dangerous sentient machine that has become obsessed with humanity when he investigates the mysterious deaths of passengers on the starship Aspera during the thousand-year journey to Beta Hydrii.,Fiction
9780441014897,0441014895,Magic Bites,Ilona Andrews,Fiction,http://books.google.com/books/content?id=46yJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Earning a living cleaning up magical messes, mercenary Kate Daniels is drawn into a power struggle between two factions--necromancers and shapeshifters--within Atlanta's magic circles when her guardian is murdered. Original.",2007.0,4.07,260.0,82231.0,Magic Bites,"9780441014897 Earning a living cleaning up magical messes, mercenary Kate Daniels is drawn into a power struggle between two factions--necromancers and shapeshifters--within Atlanta's magic circles when her guardian is murdered. Original.",Fiction
9780441092758,0441092756,The Castle of the Silver Wheel,Teresa Edgerton,Fiction,,"Possessed with the gift of magic, Gwenlliant of Celydonn travels with her husband to Mochdreff to rule over a nation with a long history of animosity toward her people. Original.",1993.0,3.99,278.0,86.0,The Castle of the Silver Wheel,"9780441092758 Possessed with the gift of magic, Gwenlliant of Celydonn travels with her husband to Mochdreff to rule over a nation with a long history of animosity toward her people. Original.",Fiction
9780441248834,0441248837,Betcha Can't Read Just One,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=xwJfUXa42wYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of funny and strange fantasy tales features George Alec Effinger's ""The Wicked Old Witch,"" Mike Resnick's ""Final Solution,"" and Ron Goulart's ""New Hope for Denture Wearers,"" plus thirteen more",1993.0,3.88,242.0,49.0,Betcha Can't Read Just One,"9780441248834 A collection of funny and strange fantasy tales features George Alec Effinger's ""The Wicked Old Witch,"" Mike Resnick's ""Final Solution,"" and Ron Goulart's ""New Hope for Denture Wearers,"" plus thirteen more",Fiction
9780441317486,0441317480,Hard Sell,Piers Anthony,Fiction,http://books.google.com/books/content?id=9IdIpyHRLfAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mr. Fisk Centers buys real estate on Mars, where he drives a supersonic car in a suicide race and visits a robot mortician for a sample embalming. Reprint.",1993.0,3.39,268.0,694.0,Hard Sell,"9780441317486 Mr. Fisk Centers buys real estate on Mars, where he drives a supersonic car in a suicide race and visits a robot mortician for a sample embalming. Reprint.",Fiction
9780441444250,0441444253,Killobyte,Piers Anthony,Fiction,http://books.google.com/books/content?id=jHdFtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With the magic of Killobyte, a wheelchair-bound cop stands and fights an army of sorcerers, a heartbroken girl heals her pain through role-playing, and a mystery player satisfies his urge to kill. Reprint.",1994.0,3.55,312.0,1527.0,Killobyte,"9780441444250 With the magic of Killobyte, a wheelchair-bound cop stands and fights an army of sorcerers, a heartbroken girl heals her pain through role-playing, and a mystery player satisfies his urge to kill. Reprint.",Fiction
9780441623822,0441623824,The Omega Cage,Steve Perry;Michael Reaves,Fiction,http://books.google.com/books/content?id=GEE8rNta2UAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dain Maro, unjustly sentenced to the horrific high-tech prison called the Omega Cage, attempts the impossible in crossing bone-littered deserts and deadly swamps to escape Warden Stark and his merciless hunting machines",1988.0,3.77,256.0,520.0,The Omega Cage,"9780441623822 Dain Maro, unjustly sentenced to the horrific high-tech prison called the Omega Cage, attempts the impossible in crossing bone-littered deserts and deadly swamps to escape Warden Stark and his merciless hunting machines",Fiction
9780441748600,0441748600,To Sail Beyond the Sunset,Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=u_-sxgKp5kcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author ties together themes and characters from his previous stories as he traces the life and loves of Maureen Johnson, the mother of Lazarus Long",1988.0,3.87,434.0,10140.0,To Sail Beyond the Sunset,"9780441748600 The author ties together themes and characters from his previous stories as he traces the life and loves of Maureen Johnson, the mother of Lazarus Long",Fiction
9780443066016,0443066019,Anesthesiology Review,Ronald J. Faust;Roy F. Cucchiara,Medical,http://books.google.com/books/content?id=OzVyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Review text for anesthesiology residents. Comprehensively covers essential knowledge and includes all topic areas found on the ABA/ASA exam. Includes new discussions on cardiopulmonary bypass, off-pump coronary bypass, and automatic internal cardiac defibrillator procedures.",2002.0,3.64,595.0,11.0,Anesthesiology Review,"9780443066016 Review text for anesthesiology residents. Comprehensively covers essential knowledge and includes all topic areas found on the ABA/ASA exam. Includes new discussions on cardiopulmonary bypass, off-pump coronary bypass, and automatic internal cardiac defibrillator procedures.",Nonfiction
9780445405561,0445405562,Cast a Yellow Shadow,Ross Thomas,Fiction,http://books.google.com/books/content?id=iQdBJwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Directed by an anonymous perpetrator to kill a South African prime minster, soldier of fortune Michael Padillo is told that his partner's kidnapped wife will die if he fails to comply. Reissue.",1967.0,3.95,272.0,192.0,Cast a Yellow Shadow,"9780445405561 Directed by an anonymous perpetrator to kill a South African prime minster, soldier of fortune Michael Padillo is told that his partner's kidnapped wife will die if he fails to comply. Reissue.",Fiction
9780446300001,0446300004,Heat,William Goldman,Fiction,,"Las Vegas security officer Nick Escalante, an ex-Marine, chances on to a bizarre kidnapping threat and is plunged into a nightmare world of false identities, vicious grievances, and gruesome encounters",1986.0,3.38,244.0,236.0,Heat,"9780446300001 Las Vegas security officer Nick Escalante, an ex-Marine, chances on to a bizarre kidnapping threat and is plunged into a nightmare world of false identities, vicious grievances, and gruesome encounters",Fiction
9780446359207,0446359203,Carrion Comfort,Dan Simmons,Fiction,http://books.google.com/books/content?id=37wWp0ENPXgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Three elderly friends, who possess supernatural powers and who feed off of emotions generated during the murders they orchestrate, meet every year to discuss their game--an ongoing competition of mass murder and vampirism",1990.0,3.9,884.0,15056.0,Carrion Comfort,"9780446359207 Three elderly friends, who possess supernatural powers and who feed off of emotions generated during the murders they orchestrate, meet every year to discuss their game--an ongoing competition of mass murder and vampirism",Fiction
9780446500036,0446500038,Kushiel's Justice,Jacqueline Carey,Fiction,http://books.google.com/books/content?id=8KKnlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""The sequel to Kushiel's avatar, Imriel returns to embark on a harsh and ugly quest to bring the murderer of his wife and son to justice""--Provided by publisher.",2007.0,4.25,703.0,15531.0,Kushiel's Justice,"9780446500036 ""The sequel to Kushiel's avatar, Imriel returns to embark on a harsh and ugly quest to bring the murderer of his wife and son to justice""--Provided by publisher.",Fiction
9780446526128,0446526126,Ten Things I Wish I'd Known - Before I Went Out into the Real World,Maria Shriver,Self-Help,,"Award-winning broadcast journalist and NBC anchor-woman Maria Shriver reveals the lessons she has learned that have guided her journey as a career woman, wife and mother.",2000.0,3.69,144.0,980.0,Ten Things I Wish I'd Known - Before I Went Out into the Real World,"9780446526128 Award-winning broadcast journalist and NBC anchor-woman Maria Shriver reveals the lessons she has learned that have guided her journey as a career woman, wife and mother.",Nonfiction
9780446531092,044653109X,The Collectors,David Baldacci,Fiction,http://books.google.com/books/content?id=qic4S8rFAMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""The assassination of the Speaker of the House sets the members of the Camel Club in a race to prevent a silent yet bloody coup in Washington""--Provided by the publisher",2006.0,4.02,438.0,32713.0,The Collectors,"9780446531092 ""The assassination of the Speaker of the House sets the members of the Camel Club in a race to prevent a silent yet bloody coup in Washington""--Provided by the publisher",Fiction
9780446600705,0446600709,Assumed Identity,David Morrell,Fiction,http://books.google.com/books/content?id=vB0-qjLsg18C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tracking a devastating conspiracy into the heart of Mexico's Yucata+a7n peninsula, a master of disguise begins to lose his grasp on who he really is and struggles with his love for two women. Reprint.",1994.0,3.78,512.0,1091.0,Assumed Identity,"9780446600705 Tracking a devastating conspiracy into the heart of Mexico's Yucata+a7n peninsula, a master of disguise begins to lose his grasp on who he really is and struggles with his love for two women. Reprint.",Fiction
9780446605465,0446605468,The Neutronium Alchemist,Peter F. Hamilton,Fiction,http://books.google.com/books/content?id=PqNdPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The future of humanity is in doubt when the minds of those long dead begin taking over the bodies of the living, forcing one man to search for a lost doomsday machine",1997.0,4.33,592.0,3230.0,The Neutronium Alchemist: Conflict,"9780446605465 The future of humanity is in doubt when the minds of those long dead begin taking over the bodies of the living, forcing one man to search for a lost doomsday machine",Fiction
9780446611916,0446611913,Up Country,Nelson DeMille,Fiction,http://books.google.com/books/content?id=bVflWIEA-ckC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Retired Army investigator Paul Brenner is called back into service to investigate the death of a soldier thirty years earlier in Vietnam--a case that stirs up many unpleasant memories. Reprint.,2003.0,4.02,880.0,14167.0,Up Country,9780446611916 Retired Army investigator Paul Brenner is called back into service to investigate the death of a soldier thirty years earlier in Vietnam--a case that stirs up many unpleasant memories. Reprint.,Fiction
9780446670784,0446670782,Curries Without Worries,Sudha Koul,Cooking,http://books.google.com/books/content?id=G4qUHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A thorough but accessible guide to Indian cuisine explains spices and seasonings and offers more than sixty-five simple, easy-to-prepare recipes for vegetarian and non-vegetarian curries, roasts, kebabs, and more. Reprint.",1996.0,3.98,160.0,35.0,Curries Without Worries,"9780446670784 A thorough but accessible guide to Indian cuisine explains spices and seasonings and offers more than sixty-five simple, easy-to-prepare recipes for vegetarian and non-vegetarian curries, roasts, kebabs, and more. Reprint.",Nonfiction
9780446677493,0446677493,Hope is the Thing with Feathers,Christopher Cokinos,Nature,http://books.google.com/books/content?id=y7RmuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents the histories of six extinct North American birds, how they were killed and who attempted to protect them, and discusses what can be learned from these losses to save today's endangered wildlife.",2001.0,4.21,384.0,294.0,Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds,"9780446677493 Presents the histories of six extinct North American birds, how they were killed and who attempted to protect them, and discusses what can be learned from these losses to save today's endangered wildlife.",Nonfiction
9780446678452,0446678457,Cane River,Lalita Tademy,Fiction,http://books.google.com/books/content?id=BqCdYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The ""New York Times"" bestseller and Oprah's Book Club Pick--the unique and deeply moving epic of four generations of African-American women based on one family's ancestral past.",2002.0,4.05,522.0,41627.0,Cane River,"9780446678452 The ""New York Times"" bestseller and Oprah's Book Club Pick--the unique and deeply moving epic of four generations of African-American women based on one family's ancestral past.",Fiction
9780446695602,0446695602,Sister Freaks,Rebecca St. James,Religion,http://books.google.com/books/content?id=rbDWxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Bestselling author and award-winning singer Rebecca St. James brings together a group of inspirational true stories about young women who gave their all for Jesus.,2005.0,4.11,320.0,485.0,Sister Freaks: Stories of Women Who Gave Up Everything for God,9780446695602 Bestselling author and award-winning singer Rebecca St. James brings together a group of inspirational true stories about young women who gave their all for Jesus.,Nonfiction
9780448437439,0448437430,Who Was John F. Kennedy?,Yona Zeldis McDonough;Jill Weber,Juvenile Nonfiction,http://books.google.com/books/content?id=qjCzJgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chronicles the life of the president who saw America through the Cuban Missile Crisis, established the Peace Corps, and was assassinated during his first term.",2004.0,4.19,112.0,598.0,Who Was John F. Kennedy?,"9780448437439 Chronicles the life of the president who saw America through the Cuban Missile Crisis, established the Peace Corps, and was assassinated during his first term.",Children's Nonfiction
9780448437699,0448437694,Isabelle's Perfect Performance,Alexandra Moss,Juvenile Fiction,http://books.google.com/books/content?id=mSBCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In their second term at the Royal Ballet School, Ellie and her friends prepare for an important appraisal of their dancing while also trying to get along with Isabelle, an unfriendly new girl.",2005.0,4.05,144.0,124.0,Isabelle's Perfect Performance,"9780448437699 In their second term at the Royal Ballet School, Ellie and her friends prepare for an important appraisal of their dancing while also trying to get along with Isabelle, an unfriendly new girl.",Children's Fiction
9780448444826,0448444828,Who Was Anne Frank?,Ann Abramson,Juvenile Nonfiction,http://books.google.com/books/content?id=Bz37nhfyjygC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Looks closely at Anne Frank's life before the secret annex, what life was like in hiding from the Nazis, and the legacy of her diary.",2007.0,4.26,103.0,1763.0,Who Was Anne Frank?,"9780448444826 Looks closely at Anne Frank's life before the secret annex, what life was like in hiding from the Nazis, and the legacy of her diary.",Children's Nonfiction
9780449001240,0449001245,Naked Came the Manatee,Carl Hiaasen;Dave Barry;Elmore Leonard,Fiction,http://books.google.com/books/content?id=2QYdvjKMQy8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A story of suspense written serially by thirteen Florida writers--including Dave Barry, Carl Hiaasen, and Elmore Leonard--features such strange occurances as a riot in Coconut Grove and an appearance by Fidel Castro.",1998.0,3.49,208.0,2253.0,Naked Came the Manatee,"9780449001240 A story of suspense written serially by thirteen Florida writers--including Dave Barry, Carl Hiaasen, and Elmore Leonard--features such strange occurances as a riot in Coconut Grove and an appearance by Fidel Castro.",Fiction
9780449002988,0449002985,Your Oasis on Flame Lake,Lorna Landvik,Fiction,http://books.google.com/books/content?id=75ZUoDVs6XUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the sleepy town of White Falls, Minnesota, Cadillac salesman Dick Lindstrom realizes his dream when he opens Your Oasis on Flame Lake, a tiny cabaret club in his tastefully furnished basement",1998.0,3.59,320.0,2140.0,Your Oasis on Flame Lake,"9780449002988 In the sleepy town of White Falls, Minnesota, Cadillac salesman Dick Lindstrom realizes his dream when he opens Your Oasis on Flame Lake, a tiny cabaret club in his tastefully furnished basement",Fiction
